Household_ID,Month,Year_month,Crop_Income,Livestock_Income,Off_Farm_Income,Food_Expenses,Healthcare_Expenses,Education_Expenses,Discretionary_Expenses,Total_Income,Total_Expense,Income_After_Expense,Wealth_Status,Location,Family_Size,Education_Level,Employment_Type,Has_Savings_Account,Uses_Savings_Group,Uses_Mobile_Money,Distance_to_Bank_km,Borrowing,Selling_Assets,Reducing_Spending,Financial_Stress_Score
1,1,23-Jan,41479,10218,22426,33593,6718,10077,16796,74123,67184,6939,Low Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,2,23-Feb,71975,39159,64340,67307,13461,20192,33653,175474,134613,40861,Middle Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,3,23-Mar,51500,10150,38033,31871,6374,9561,15935,99683,63741,35942,Middle Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,4,23-Apr,54994,26173,33915,57518,11503,17255,28759,115082,115035,47,Low Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,5,23-May,15425,23218,22095,30281,6056,9084,15140,60738,60561,177,Low Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,6,23-Jun,31925,5591,25640,35169,7033,10550,17584,63156,70336,-7180,Bankrupt,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,7,23-Jul,87516,28314,29827,50676,10135,15202,25338,145657,101351,44306,Middle Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,8,23-Aug,33047,17450,25533,42978,8595,12893,21489,76030,85955,-9925,Bankrupt,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,9,23-Sep,34965,30789,40430,57159,11431,17147,28579,106184,114316,-8132,Bankrupt,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,10,23-Oct,117474,27138,52476,65468,13093,19640,32734,197088,130935,66153,High Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,11,23-Nov,30661,41143,34191,63037,12607,18911,31518,105995,126073,-20078,Bankrupt,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,12,23-Dec,91743,56089,73215,68903,13780,20671,34451,221047,137805,83242,High Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,13,24-Jan,133817,22068,70224,121747,24349,36524,60873,226109,243493,-17384,Bankrupt,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,14,24-Feb,64135,21984,25573,47867,9573,14360,23933,111692,95733,15959,Low Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,15,24-Mar,80413,66038,33191,100529,20105,30158,50264,179642,201056,-21414,Bankrupt,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,16,24-Apr,52457,41524,47013,73105,14621,21931,36552,140994,146209,-5215,Bankrupt,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,17,24-May,62336,39789,24658,40342,8068,12102,20171,126783,80683,46100,Middle Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,18,24-Jun,63649,26112,28079,43836,8767,13150,21918,117840,87671,30169,Middle Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,19,24-Jul,84118,42886,46606,101687,20337,30506,50843,173610,203373,-29763,Bankrupt,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,20,24-Aug,112470,53328,48155,73633,14726,22090,36816,213953,147265,66688,High Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,21,24-Sep,107109,58489,37066,64963,12992,19488,32481,202664,129924,72740,High Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,22,24-Oct,124020,14642,62502,69658,13931,20897,34829,201164,139315,61849,High Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,23,24-Nov,127892,48860,45804,114857,22971,34457,57428,222556,229713,-7157,Bankrupt,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
1,24,24-Dec,54081,24991,22383,31642,6328,9492,15821,101455,63283,38172,Middle Income,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17
2,1,23-Jan,112283,13900,22189,63776,12755,19133,31888,148372,127552,20820,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,2,23-Feb,102614,60017,28336,62525,12505,18757,31262,190967,125049,65918,High Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,3,23-Mar,30521,11904,30243,36780,7356,11034,18390,72668,73560,-892,Bankrupt,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,4,23-Apr,103443,26703,43123,65130,13026,19539,32565,173269,130260,43009,Middle Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,5,23-May,46518,45321,55355,74391,14878,22317,37195,147194,148781,-1587,Bankrupt,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,6,23-Jun,22210,22065,29102,25871,5174,7761,12935,73377,51741,21636,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,7,23-Jul,81552,63600,38244,76819,15363,23045,38409,183396,153636,29760,Middle Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,8,23-Aug,40619,14952,24227,46094,9218,13828,23047,79798,92187,-12389,Bankrupt,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,9,23-Sep,53386,30300,32521,48249,9649,14474,24124,116207,96496,19711,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,10,23-Oct,50980,36974,72693,53689,10737,16106,26844,160647,107376,53271,Middle Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,11,23-Nov,56423,28646,17101,41990,8398,12597,20995,102170,83980,18190,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,12,23-Dec,61266,16041,15656,40567,8113,12170,20283,92963,81133,11830,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,13,24-Jan,72817,44234,40571,68966,13793,20689,34483,157622,137931,19691,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,14,24-Feb,51868,43119,56431,77642,15528,23292,38821,151418,155283,-3865,Bankrupt,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,15,24-Mar,39840,16918,18480,25385,5077,7615,12692,75238,50769,24469,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,16,24-Apr,91443,32677,70966,85539,17107,25661,42769,195086,171076,24010,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,17,24-May,20982,17576,23012,23161,4632,6948,11580,61570,46321,15249,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,18,24-Jun,139622,70345,62689,118155,23631,35446,59077,272656,236309,36347,Middle Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,19,24-Jul,66959,49108,74888,67199,13439,20159,33599,190955,134396,56559,Middle Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,20,24-Aug,97587,48556,55876,74876,14975,22462,37438,202019,149751,52268,Middle Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,21,24-Sep,55027,22742,53059,60946,12189,18283,30473,130828,121891,8937,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,22,24-Oct,44597,46115,49010,54545,10909,16363,27272,139722,109089,30633,Middle Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,23,24-Nov,71180,21515,28928,42310,8462,12693,21155,121623,84620,37003,Middle Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
2,24,24-Dec,53424,15358,35226,50536,10107,15160,25268,104008,101071,2937,Low Income,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89
3,1,23-Jan,25615,17932,18307,34077,6815,10223,17038,61854,68153,-6299,Bankrupt,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,2,23-Feb,46511,23912,31101,55474,11094,16642,27737,101524,110947,-9423,Bankrupt,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,3,23-Mar,23145,10147,26490,32893,6578,9868,16446,59782,65785,-6003,Bankrupt,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,4,23-Apr,69847,26786,32759,39486,7897,11845,19743,129392,78971,50421,Middle Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,5,23-May,65837,18917,53779,70074,14014,21022,35037,138533,140147,-1614,Bankrupt,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,6,23-Jun,111188,58336,54284,134203,26840,40261,67101,223808,268405,-44597,Bankrupt,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,7,23-Jul,49576,15098,40696,54575,10915,16372,27287,105370,109149,-3779,Bankrupt,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,8,23-Aug,102708,37890,51080,72789,14557,21836,36394,191678,145576,46102,Middle Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,9,23-Sep,79703,24832,20720,58769,11753,17630,29384,125255,117536,7719,Low Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,10,23-Oct,50920,65073,22314,61327,12265,18398,30663,138307,122653,15654,Low Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,11,23-Nov,84824,40082,66997,83997,16799,25199,41998,191903,167993,23910,Low Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,12,23-Dec,33286,67676,71702,89231,17846,26769,44615,172664,178461,-5797,Bankrupt,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,13,24-Jan,106022,57897,24016,63533,12706,19059,31766,187935,127064,60871,High Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,14,24-Feb,15458,21231,8861,15296,3059,4588,7648,45550,30591,14959,Low Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,15,24-Mar,106232,37280,49822,87375,17475,26212,43687,193334,174749,18585,Low Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,16,24-Apr,31053,50296,46311,75598,15119,22679,37799,127660,151195,-23535,Bankrupt,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,17,24-May,68766,31662,13346,36232,7246,10869,18116,113774,72463,41311,Middle Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,18,24-Jun,75578,41219,86008,83385,16677,25015,41692,202805,166769,36036,Middle Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,19,24-Jul,62202,26164,30143,53643,10728,16093,26821,118509,107285,11224,Low Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,20,24-Aug,29379,17893,20538,20368,4073,6110,10184,67810,40735,27075,Middle Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,21,24-Sep,70469,27492,38281,52916,10583,15875,26458,136242,105832,30410,Middle Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,22,24-Oct,82670,23578,39755,48655,9731,14596,24327,146003,97309,48694,Middle Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,23,24-Nov,25619,50047,64414,71673,14334,21502,35836,140080,143345,-3265,Bankrupt,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
3,24,24-Dec,98149,16710,47942,70282,14056,21084,35141,162801,140563,22238,Low Income,Jinja,9,No Education,Subsistence Farming,0,0,0,33.68,0,1,0,30.64
4,1,23-Jan,81209,23792,32667,67016,13403,20104,33508,137668,134031,3637,Low Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,2,23-Feb,59354,34716,46961,67797,13559,20339,33898,141031,135593,5438,Low Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,3,23-Mar,105677,62631,51099,89370,17874,26811,44685,219407,178740,40667,Middle Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,4,23-Apr,60774,29733,11631,31726,6345,9518,15863,102138,63452,38686,Middle Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,5,23-May,81960,45460,36082,62182,12436,18654,31091,163502,124363,39139,Middle Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,6,23-Jun,35012,60414,41116,60672,12134,18201,30336,136542,121343,15199,Low Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,7,23-Jul,111276,66754,54562,83920,16784,25176,41960,232592,167840,64752,High Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,8,23-Aug,24658,32852,15325,42339,8467,12701,21169,72835,84676,-11841,Bankrupt,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,9,23-Sep,81005,49640,33397,69567,13913,20870,34783,164042,139133,24909,Low Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,10,23-Oct,44553,41863,59333,59124,11824,17737,29562,145749,118247,27502,Middle Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,11,23-Nov,101297,55101,55744,70487,14097,21146,35243,212142,140973,71169,High Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,12,23-Dec,79600,34245,59589,66397,13279,19919,33198,173434,132793,40641,Middle Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,13,24-Jan,66152,13716,13021,43988,8797,13196,21994,92889,87975,4914,Low Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,14,24-Feb,21501,37192,29822,48319,9663,14495,24159,88515,96636,-8121,Bankrupt,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,15,24-Mar,37345,11134,21580,37273,7454,11182,18636,70059,74545,-4486,Bankrupt,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,16,24-Apr,72979,23687,18022,57978,11595,17393,28989,114688,115955,-1267,Bankrupt,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,17,24-May,43812,15565,31237,52532,10506,15759,26266,90614,105063,-14449,Bankrupt,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,18,24-Jun,35843,31753,26583,35120,7024,10536,17560,94179,70240,23939,Low Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,19,24-Jul,64760,31646,16324,41757,8351,12527,20878,112730,83513,29217,Middle Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,20,24-Aug,54594,13049,32258,31368,6273,9410,15684,99901,62735,37166,Middle Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,21,24-Sep,86058,67300,81718,120146,24029,36044,60073,235076,240292,-5216,Bankrupt,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,22,24-Oct,71508,41882,21360,72810,14562,21843,36405,134750,145620,-10870,Bankrupt,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,23,24-Nov,40818,20901,13462,28410,5682,8523,14205,75181,56820,18361,Low Income,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
4,24,24-Dec,97216,21422,22100,75605,15121,22681,37802,140738,151209,-10471,Bankrupt,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67
5,1,23-Jan,15277,5847,24144,23208,4641,6962,11604,45268,46415,-1147,Bankrupt,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,2,23-Feb,107960,22882,29997,74355,14871,22306,37177,160839,148709,12130,Low Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,3,23-Mar,86121,14311,50855,70506,14101,21151,35253,151287,141011,10276,Low Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,4,23-Apr,51001,16479,16592,43005,8601,12901,21502,84072,86009,-1937,Bankrupt,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,5,23-May,39454,29680,47475,69900,13980,20970,34950,116609,139800,-23191,Bankrupt,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,6,23-Jun,51187,32317,27776,44036,8807,13211,22018,111280,88072,23208,Low Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,7,23-Jul,70832,22011,40465,42899,8579,12869,21449,133308,85796,47512,Middle Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,8,23-Aug,24918,27206,21114,37341,7468,11202,18670,73238,74681,-1443,Bankrupt,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,9,23-Sep,36060,26518,41429,32102,6420,9630,16051,104007,64203,39804,Middle Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,10,23-Oct,86480,26208,41997,87931,17586,26379,43965,154685,175861,-21176,Bankrupt,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,11,23-Nov,35702,30681,23018,52908,10581,15872,26454,89401,105815,-16414,Bankrupt,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,12,23-Dec,74280,23491,36176,69375,13875,20812,34687,133947,138749,-4802,Bankrupt,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,13,24-Jan,24672,31877,16809,29557,5911,8867,14778,73358,59113,14245,Low Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,14,24-Feb,61608,18946,31871,41340,8268,12402,20670,112425,82680,29745,Middle Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,15,24-Mar,52327,26567,14802,31207,6241,9362,15603,93696,62413,31283,Middle Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,16,24-Apr,24376,34006,24244,24935,4987,7480,12467,82626,49869,32757,Middle Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,17,24-May,100809,28851,61772,82149,16429,24644,41074,191432,164296,27136,Middle Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,18,24-Jun,45302,9758,29745,41905,8381,12571,20952,84805,83809,996,Low Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,19,24-Jul,23554,9692,38095,29457,5891,8837,14728,71341,58913,12428,Low Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,20,24-Aug,49429,14929,14386,33974,6794,10192,16987,78744,67947,10797,Low Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,21,24-Sep,89579,44874,50357,93434,18686,28030,46717,184810,186867,-2057,Bankrupt,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,22,24-Oct,39094,42689,29532,47053,9410,14116,23526,111315,94105,17210,Low Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,23,24-Nov,38216,15718,19832,39245,7849,11773,19622,73766,78489,-4723,Bankrupt,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
5,24,24-Dec,45890,25811,23520,46915,9383,14074,23457,95221,93829,1392,Low Income,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5
6,1,23-Jan,48368,29468,26005,52067,10413,15620,26033,103841,104133,-292,Bankrupt,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,2,23-Feb,64729,37021,40119,68919,13783,20675,34459,141869,137836,4033,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,3,23-Mar,81623,20913,22995,42167,8433,12650,21083,125531,84333,41198,Middle Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,4,23-Apr,42527,16813,18622,39388,7877,11816,19694,77962,78775,-813,Bankrupt,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,5,23-May,61159,16541,25911,49491,9898,14847,24745,103611,98981,4630,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,6,23-Jun,87031,53159,38382,84335,16867,25300,42167,178572,168669,9903,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,7,23-Jul,97408,65189,52435,103110,20622,30933,51555,215032,206220,8812,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,8,23-Aug,83610,37881,40740,96709,19341,29012,48354,162231,193416,-31185,Bankrupt,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,9,23-Sep,54672,29121,20036,44731,8946,13419,22365,103829,89461,14368,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,10,23-Oct,40838,8158,39003,29199,5839,8759,14599,87999,58396,29603,Middle Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,11,23-Nov,28990,15652,22820,30618,6123,9185,15309,67462,61235,6227,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,12,23-Dec,24078,19420,19979,21898,4379,6569,10949,63477,43795,19682,Low Income,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
6,13,24-Jan,140649,17495,29383,101622,20324,30486,50811,187527,203243,-15716,Bankrupt,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78
